country_id,year,month,type,date,source,candidate_1,party_1,votes1_1,votes2_1,vote_share1_1,vote_share2_1,e_votes_1,e_vote_share_1,candidate_2,party_2,votes1_2,votes2_2,vote_share1_2,vote_share2_2,e_votes_2,e_vote_share_2,candidate_3,party_3,votes1_3,votes2_3,vote_share1_3,vote_share2_3,e_votes_3,e_vote_share_3,candidate_4,party_4,votes1_4,votes2_4,vote_share1_4,vote_share2_4,e_votes_4,e_vote_share_4,candidate_5,party_5,votes1_5,votes2_5,vote_share1_5,vote_share2_5,e_votes_5,e_vote_share_5,candidate_6,party_6,votes1_6,votes2_6,vote_share1_6,vote_share2_6,e_votes_6,e_vote_share_6,candidate_7,party_7,votes1_7,votes2_7,vote_share1_7,vote_share2_7,e_votes_7,e_vote_share_7,candidate_8,party_8,votes1_8,votes2_8,vote_share1_8,vote_share2_8,e_votes_8,e_vote_share_8,candidate_9,party_9,votes1_9,votes2_9,vote_share1_9,vote_share2_9,e_votes_9,e_vote_share_9,candidate_10,party_10,votes1_10,votes2_10,vote_share1_10,vote_share2_10,e_votes_10,e_vote_share_10,candidate_11,party_11,votes1_11,votes2_11,vote_share1_11,vote_share2_11,e_votes_11,e_vote_share_11,candidate_12,party_12,votes1_12,votes2_12,vote_share1_12,vote_share2_12,e_votes_12,e_vote_share_12,candidate_13,party_13,votes1_13,votes2_13,vote_share1_13,vote_share2_13,e_votes_13,e_vote_share_13,candidate_14,party_14,votes1_14,votes2_14,vote_share1_14,vote_share2_14,e_votes_14,e_vote_share_14,candidate_15,party_15,votes1_15,votes2_15,vote_share1_15,vote_share2_15,e_votes_15,e_vote_share_15,candidate_16,party_16,votes1_16,votes2_16,vote_share1_16,vote_share2_16,e_votes_16,e_vote_share_16,candidate_17,party_17,votes1_17,votes2_17,vote_share1_17,vote_share2_17,e_votes_17,e_vote_share_17,candidate_18,party_18,votes1_18,votes2_18,vote_share1_18,vote_share2_18,e_votes_18,e_vote_share_18,candidate_19,party_19,votes1_19,votes2_19,vote_share1_19,vote_share2_19,e_votes_19,e_vote_share_19,candidate_20,party_20,votes1_20,votes2_20,vote_share1_20,vote_share2_20,e_votes_20,e_vote_share_20,candidate_21,party_21,votes1_21,votes2_21,vote_share1_21,vote_share2_21,e_votes_21,e_vote_share_21,candidate_22,party_22,votes1_22,votes2_22,vote_share1_22,vote_share2_22,e_votes_22,e_vote_share_22,candidate_23,party_23,votes1_23,votes2_23,vote_share1_23,vote_share2_23,e_votes_23,e_vote_share_23,candidate_24,party_24,votes1_24,votes2_24,vote_share1_24,vote_share2_24,e_votes_24,e_vote_share_24,candidate_25,party_25,votes1_25,votes2_25,vote_share1_25,vote_share2_25,e_votes_25,e_vote_share_25,candidate_26,party_26,votes1_26,votes2_26,vote_share1_26,vote_share2_26,e_votes_26,e_vote_share_26,candidate_27,party_27,votes1_27,votes2_27,vote_share1_27,vote_share2_27,e_votes_27,e_vote_share_27,candidate_28,party_28,votes1_28,votes2_28,vote_share1_28,vote_share2_28,e_votes_28,e_vote_share_28,candidate_29,party_29,votes1_29,votes2_29,vote_share1_29,vote_share2_29,e_votes_29,e_vote_share_29,candidate_30,party_30,votes1_30,votes2_30,vote_share1_30,vote_share2_30,e_votes_30,e_vote_share_30,candidate_31,party_31,votes1_31,votes2_31,vote_share1_31,vote_share2_31,e_votes_31,e_vote_share_31,candidate_32,party_32,votes1_32,votes2_32,vote_share1_32,vote_share2_32,e_votes_32,e_vote_share_32,candidate_33,party_33,votes1_33,votes2_33,vote_share1_33,vote_share2_33,e_votes_33,e_vote_share_33,candidate_34,party_34,votes1_34,votes2_34,vote_share1_34,vote_share2_34,e_votes_34,e_vote_share_34,candidate_35,party_35,votes1_35,votes2_35,vote_share1_35,vote_share2_35,e_votes_35,e_vote_share_35,candidate_36,party_36,votes1_36,votes2_36,vote_share1_36,vote_share2_36,e_votes_36,e_vote_share_36,candidate_37,party_37,votes1_37,votes2_37,vote_share1_37,vote_share2_37,e_votes_37,e_vote_share_37,candidate_38,party_38,votes1_38,votes2_38,vote_share1_38,vote_share2_38,e_votes_38,e_vote_share_38,candidate_39,party_39,votes1_39,votes2_39,vote_share1_39,vote_share2_39,e_votes_39,e_vote_share_39,flag_two_round,flag_inconsequential,flag_inconsequential_note,flag_coup,flag_plebiscite,flag_unopposed,flag_indirect
IRE,1990,,Presidential,1990-11-07,Nohlen,Mary Robinson,Lab,612265,817830,38.9,52.8,,,Brian Lenihan,Fianna Fáil-the Republican Party (Soldiers of Destiny),694484,731273,44.1,47.2,,,Austin Currie,Fine Gael-United Ireland Party (Tribe of Gaels),267902,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,
PER,1990,,Presidential,1990-06-10,Nohlen,Alberto Fujimori Fujimori,Cambio 90 (Change 90),1932208,4489897,29.1,62.4,,,Mario Vargas Llosa,Frente Democrático (Democratic Front),2163323,2708291,32.6,37.6,,,Luis Alva Castro,Partido Aprista Peruano (Peruvian Aprista Party),1494231,,22.5,,,,Henry Pease García,Izquierda Unida (United Left),544889,,8.2,,,,Alfonso Barrantes Lingán,Izquierda Socialista (Socialist Left),315038,,4.7,,,,Roger Cáceres Velásquez,Frente Nacional de Trabajadores y Campesinos (National Worker’s and Farmer’s Front),86418,,1.3,,,,Ezequiel Atacusi Gamonal,Frente Agrícola Peruano (Peruvian Agricultural Front),73974,,1.1,,,,Others,,31503,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,
SLV,1990,,Presidential,1990-04-22,Wiki,Milan Kučan,Party of Democratic Renewal-Socialist Alliance of Slovenia,538278,657196,44.4,58.6,,,Jože Pučnik,Democratic Opposition of Slovenia,322706,464435,26.6,41.4,,,Ivan Kramberger,,224162,,18.5,,,,Marko Demšar,,126424,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,
SRB,1990,,Presidential,1990-12-09,Wiki,Slobodan Milošević,Socialist Party of Serbia,3285799,,65.34,,,,Vuk Drašković,Serbian Renewal Movement,824674,,16.4,,,,Ivan Đurić,Association for Yugoslav Democratic Initiative and Union of Reform Forces,277398,,5.52,,,,Sulejman Ugljanin,Party of Democratic Action,109456,,2.18,,,,Vojislav Šešelj,Citizen's Group,96277,,1.91,,,,Blažo Perović,JU Bloc,57420,,1.14,,,,Slobodan Matić,Alliance of All Serbs of the World,28978,,0.58,,,,Dragan Jovanović,Green Party,22458,,0.45,,,,Ljuben Alen Aleksov,Citizen's Group,19123,,0.38,,,,Ljubomir Grujić,Citizen's Group,17675,,0.35,,,,Milan Lazarević,Citizen's Group,11034,,0.22,,,,Tihomir Živanović,Citizen's Group,9892,,0.2,,,,Jovan Koprivica,Citizen's Group,9677,,0.19,,,,Miodrag Gojković,"Party of Independent Businessmen ""Zapis""",9262,,0.18,,,,Tomislav Krsmanović,Movement for the Defense of Human Rights in Yugoslavia,8095,,0.16,,,,Živan Haravan,Party of Social Justice,7791,,0.15,,,,Velimir Cvetić,Social Democratic Party of Yugoslavia,6575,,0.13,,,,Milan Mladenovic,Citizen's Group,6459,,0.13,,,,Miroslav Veselinović,Citizen's Group,6180,,0.12,,,,Nikola Barovic,Citizen's Group,5355,,0.11,,,,Predrag Vuletić,Liberal Party,5019,,0.1,,,,Ratomir Vojvodić,Citizen's Group,4414,,0.09,,,,Ljiljana Ćuić,Citizen's Group,3425,,0.07,,,,Milorad Radović,Citizen's Group,3425,,0.07,,,,Saša Goranci,Citizen's Group,3409,,0.07,,,,Nikola Šećeroski,Citizen's Group,3168,,0.06,,,,Čedomir Nešić,Citizen's Group,2553,,0.05,,,,Slobodan Ranković,Citizen's Group,2425,,0.05,,,,Radivoje Šarenac,Citizen's Group,1918,,0.04,,,,Jovan Stojković,Citizen's Group,1154,,0.02,,,,Miomir Tošić,Citizen's Group,904,,0.02,,,,Hercen Radonjić,Citizen's Group,847,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAZ,1990,,Presidential,1990-10-28,Nohlen,Ali Hassan Mwinyi,Chama Cha Mapinduzi (Swahili: Party of the Revolution),5198120,,97.8,,,,No votes,,117366,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
COL,1990,,Presidential,1990-05-27,Nohlen,César Gaviria T.,Partido Liberal Colombiano (Colombian Liberal Party),2891808,,48.2,,,,Alvaro Gómez H.,Movimiento de Salvación Nacional (Movement of National Salvation),1433913,,23.9,,,,Antonio Navarro Wolf,Alianza Democrática M-19 (Democratic Alliance M-19),754740,,12.6,,,,Rodrigo Lloreda C.,Partido Social Conservador Colombiano (Colombian Conservative Social Party),735374,,12.3,,,,Regina Betancur de Liska,Movimiento Unitario Metapolítico (Metapolitical Unitary Movement),37537,,0.6,,,,Claudia Rodríguez,Partido Nacional Cristiano (Christian National Party),33645,,0.6,,,,Others,,37520,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,1990,,Presidential,1990-12-09,Wiki,Lech Wałęsa,Solidarity,6569889,10622696,40,74.3,,,Stanisław Tymiński,Independent,3797605,3683098,23.1,25.7,,,Tadeusz Mazowiecki,Independent,2973264,,18.1,,,,Włodzimierz Cimoszewicz,Independent,1514025,,9.2,,,,Roman Bartoszcze,Polish People's Party,1176175,,7.2,,,,Leszek Moczulski,Confederation of Independent Poland,411516,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,
NIC,1990,,Presidential,1990-02-25,Wiki,Violeta Barrios de Chamorro,National Opposition Union (UNO),777552,,54.74,,,,Daniel Ortega,Sandinista National Liberation Front (FSLN),579886,,40.82,,,,Erick Ramírez Beneventes,Social Christian Party (PCS),16751,,1.18,,,,Issa Moisés Hassán Morales,Revolutionary Unity Movement (MUR),11136,,0.78,,,,Bonifacio Miranda Bengoechea,Workers' Revolutionary Party (PRT),8590,,0.6,,,,Isidro Téllez Toruño,Marxist-Leninist Popular Action Movement (MAP ML),8115,,0.57,,,,Fernando Bernabé Agüero Rocha,Social Conservative Party (PSC),5798,,0.41,,,,Blanca Rojas Echaverry,Central American Unionist Party (PUCA),5065,,0.36,,,,Eduardo Molina Palacios,Democratic Conservative Party of Nicaragua (PCDN),4500,,0.32,,,,Rodolfo Robelo Herrera,Independent Liberal Party for National Unity (PLIUN),3151,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,1990,,Presidential,1990-03-11,Nohlen,Said Mohamed Djohar,Rassemblement pour la Démocratie et le Renouveau,44845,103000,23.1,55.1,,,Mohamed Taki Abdoulkarim,Union Nationale pour la Démocratie aux Comores,47329,84178,24.4,44.9,,,Said Ali Kemal Eddine,Chuma,26656,,13.7,,,,Abbas Djoussouf,,26379,,13.6,,,,Moustoifa Said Cheikh,,17739,,9.1,,,,Ali Mroudjaé,,8867,,4.6,,,,Mohamed Hassanali,,8867,,4.6,,,,Mohamed Ali Mbalia,,4989,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,
CDI,1990,,Presidential,1990-10-28,Nohlen,Felix Houphouët-Boigny,Parti Démocratique de la Côte d'Ivoire,2445365,,81.7,,,,Laurent Gbagbo,Front Populaire Ivoirien,548441,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIM,1990,,Presidential,1990-03-28,Nohlen,Robert Mugabe,Zimbabwe African National Union - Patriotic Front,2026976,,83,,,,Edgar Tekere,Zimbabwe Unity Movement,413840,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAI,1990,,Presidential,1990-12-16,Nohlen,Jean Bertrand Aristide,Front National pour le Changement et la Démocratie (National Front for Change and Democracy),1107125,,67.5,,,,Marc Louis Bazin,ANOP,233277,,14.2,,,,Louis Déjoie,Parti Agricole et Industriel National (Agricultural and Industrial National Party),80057,,4.9,,,,Hubert de Ronceray,Mouvement pour le Développement National (Movement for National Development),54871,,3.3,,,,Sylvio Claude,Parti Démocrate-Chrétien d'Haïti (Christian-Democratic Party of Haiti),49149,,3,,,,René Théodore,Parti Unifié Communiste d’Haïti (Unified Communist Party of Haiti),30064,,1.8,,,,Thomas Désulmé,Parti National du Travail (National Labor Party),27362,,1.7,,,,Volvick Rémy Joseph,Mouvement cobite nationale (National cobite Movement),21351,,1.3,,,,François Latortue,Mouvement Démocratique de Libération d’Haïti (Democratic Movement for the Liberation of Haiti),15060,,0.9,,,,Richard Vladimir Jeanty,Parti Paradis (Paradise Party),12296,,0.8,,,,Fritz Simon,Independent,10117,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,1880,,Presidential,1880-11-02,USA,James Garfield,Republican,4446158,,50.01,,214,57.99,Winfield S. Hancock,Democrat,4444260,,49.99,,155,42.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
GUA,1880,,Presidential,1880-03-01,Wiki,Justo Rufino Barrios,Liberal Party,6687,,94.22,,,,Others,,410,,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAL,1880,,Presidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,1880,,Presidential,1880-06-19,PDA,Fernando A. de Menño,,17398,,91.52,,,,Other Candidates,,1613,,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,1970,,Presidential,1970-03-09,Nohlen,Justin Ahomadegbé,Independent,200092,,36.6,,,,Magan Apithy,Independent,176828,,32.3,,,,Hubert Maga,,152551,,27.9,,,,Emile-Derlin Zinsou,,17653,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Cancelled,true,,,
MEX,1970,,Presidential,1970-07-05,Nohlen,Luis Echeverría Alvarez,Partido Revolucionario Institucional (Institutional Revolutionary Party),11970893,,86,,,,Efraín Gonzáles Morfín,Partido Acción Nacional (National Action Party),1945070,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,1970,,Presidential,1970-10-15,Nohlen,Sadat,Arab Socialist Union,6432587,,90,,,,No,,711252,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
TAZ,1970,,Presidential,1970-10-30,Nohlen,Julius K. Nyerere,Chama Cha Mapinduzi (Swahili: Party of the Revolution),3220636,,96.7,,,,No votes,,108956,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
CAO,1970,,Presidential,1970-03-28,Nohlen,Ahmadou Ahidjo,Union Nationale Camerounaise,3478942,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
NIR,1970,,Presidential,1970-10-01,Nohlen,Diori Hamani,Parti Progressiste Nigérien-Rassemblement Démocratique Africain,1907673,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
DRC,1970,,Presidential,1970-11-01,Nohlen,Mobutu,Mouvement Populaire de la Révolution,10131669,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,
CDI,1970,,Presidential,1970-11-29,Nohlen,Felix Houphouët-Boigny,Parti Démocratique de la Côte d'Ivoire,2003046,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
